0 ['reuse', 'reliability', 'will']
833 ['think', 'theres', 'a']
834 ['theres', 'a', 'sweet']
835 ['a', 'sweet', 'spot']
836 ['sweet', 'spot', 'where']
837 ['spot', 'where', 'you']
838 ['where', 'you', 'can']
839 ['you', 'can', 'have']
840 ['can', 'have', '1000']
841 ['have', '1000', 'flights']
842 ['1000', 'flights', 'a']
843 ['flights', 'a', 'year']
844 ['a', 'year', 'and']
845 ['year', 'and', 'get']
846 ['and', 'get', 'the']
847 ['get', 'the', 'ticket']
848 ['the', 'ticket', 'prices']
849 ['ticket', 'prices', 'down']
850 ['prices', 'down', 'to']
851 ['down', 'to', 'the']
852 ['to', 'the', 'point']
853 ['the', 'point', 'where']
854 ['point', 'where', 'people']
855 ['where', 'people', 'will']
856 ['people', 'will', 'want']
857 ['will', 'want', 'to']
858 ['want', 'to', 'pay']
859 ['to', 'pay', 'penn']
860 ['pay', 'penn', 'said']
861 ['penn', 'said', 'his']
862 ['said', 'his', 'advice']
863 ['his', 'advice', 'for']
864 ['advice', 'for', 'the']
865 ['for', 'the', 'future']
866 ['the', 'future', 'development']
867 ['future', 'development', 'of']
868 ['development', 'of', 'ksc']
869 ['of', 'ksc', 'be']
870 ['ksc', 'be', 'flexible']
871 ['be', 'flexible', 'and']
872 ['flexible', 'and', 'ready']
873 ['and', 'ready', 'to']
874 ['ready', 'to', 'adapt']
875 ['to', 'adapt', 'to']
876 ['adapt', 'to', 'these']
877 ['to', 'these', 'potential']
878 ['these', 'potential', 'future']
879 ['potential', 'future', 'markets']
880 ['future', 'markets', 'that']
881 ['that', 'could', 'dramatically']
882 ['could', 'dramatically', 'increase']
883 ['dramatically', 'increase', 'flight']
884 ['increase', 'flight', 'rates']
885 ['flight', 'rates', 'and']
886 ['rates', 'and', 'spur']
887 ['and', 'spur', 'the']
888 ['spur', 'the', 'development']
889 ['development', 'of', 'vehicle']
890 ['of', 'vehicle', 'systems']
891 ['vehicle', 'systems', 'that']
892 ['systems', 'that', 'require']
893 ['that', 'require', 'much']
894 ['require', 'much', 'faster']
895 ['much', 'faster', 'turnaround']
896 ['faster', 'turnaround', 'and']
897 ['turnaround', 'and', 'efficient']
898 ['and', 'efficient', 'ground']
899 ['efficient', 'ground', 'servicing']
900 ['next', 'nasa', 'earth-observing']
901 ['nasa', 'earth-observing', 'satellite']
902 ['earth-observing', 'satellite', 'arrives']
903 ['satellite', 'arrives', 'in']
904 ['arrives', 'in', 'california']
905 ['in', 'california', 'for']
906 ['california', 'for', 'launch']
907 ['for', 'launch', '08.31.11']
908 ['launch', '08.31.11', 'nasas']
909 ['08.31.11', 'nasas', 'npp']
910 ['nasas', 'npp', 'mission']
911 ['npp', 'mission', 'will']
912 ['mission', 'will', 'continue']
913 ['will', 'continue', 'collecting']
914 ['continue', 'collecting', 'critical']
915 ['collecting', 'critical', 'climate']
916 ['critical', 'climate', 'data']
917 ['climate', 'data', 'to']
918 ['data', 'to', 'help']
919 ['to', 'help', 'scientist']
920 ['help', 'scientist', 'unravel']
921 ['scientist', 'unravel', 'the']
922 ['unravel', 'the', 'mysteries']
923 ['the', 'mysteries', 'of']
924 ['mysteries', 'of', 'climate']
925 ['of', 'climate', 'change']
926 ['climate', 'change', 'npp']
927 ['change', 'npp', 'is']
928 ['npp', 'is', 'carrying']
929 ['is', 'carrying', 'five']
930 ['carrying', 'five', 'instruments']
931 ['five', 'instruments', 'on']
932 ['instruments', 'on', 'board']
933 ['on', 'board', 'the']
934 ['board', 'the', 'biggest']
935 ['the', 'biggest', 'and']
936 ['biggest', 'and', 'most']
937 ['and', 'most', 'important']
938 ['most', 'important', 'instrument']
939 ['important', 'instrument', 'is']
940 ['instrument', 'is', 'the']
941 ['is', 'the', 'visible/infrared']
942 ['the', 'visible/infrared', 'imager']
943 ['visible/infrared', 'imager', 'radiometer']
944 ['imager', 'radiometer', 'suite']
945 ['radiometer', 'suite', 'or']
946 ['suite', 'or', 'viirs']
947 ['or', 'viirs', 'this']
948 ['viirs', 'this', 'video']
949 ['this', 'video', 'focuses']
950 ['video', 'focuses', 'on']
951 ['focuses', 'on', 'viirs']
952 ['on', 'viirs', 'and']
953 ['viirs', 'and', 'why']
954 ['and', 'why', 'it']
955 ['why', 'it', 'is']
956 ['it', 'is', 'so']
957 ['is', 'so', 'important']
958 ['so', 'important', 'to']
959 ['important', 'to', 'earths']
960 ['to', 'earths', 'science']
961 ['earths', 'science', 'on']
962 ['science', 'on', 'tuesday']
963 ['on', 'tuesday', 'aug']
964 ['tuesday', 'aug', '30']
965 ['aug', '30', 'nasas']
966 ['30', 'nasas', 'next']
967 ['nasas', 'next', 'earth-observing']
968 ['next', 'earth-observing', 'research']
969 ['earth-observing', 'research', 'satellite']
970 ['research', 'satellite', 'arrived']
971 ['satellite', 'arrived', 'at']
972 ['arrived', 'at', 'vandenberg']
973 ['at', 'vandenberg', 'air']
974 ['vandenberg', 'air', 'force']
975 ['air', 'force', 'base']
976 ['force', 'base', 'in']
977 ['base', 'in', 'california']
978 ['in', 'california', 'to']
979 ['california', 'to', 'begin']
980 ['to', 'begin', 'preparations']
981 ['begin', 'preparations', 'for']
982 ['preparations', 'for', 'an']
983 ['for', 'an', 'october']
984 ['an', 'october', 'launch']
985 ['october', 'launch', 'the']
986 ['launch', 'the', 'national']
987 ['the', 'national', 'polar-orbiting']
988 ['national', 'polar-orbiting', 'operational']
989 ['polar-orbiting', 'operational', 'environmental']
990 ['operational', 'environmental', 'satellite']
991 ['environmental', 'satellite', 'system']
992 ['satellite', 'system', 'preparatory']
993 ['system', 'preparatory', 'project']
994 ['preparatory', 'project', 'npp']
995 ['project', 'npp', 'is']
996 ['npp', 'is', 'the']
997 ['is', 'the', 'first']
998 ['the', 'first', 'of']
999 ['first', 'of', 'a']
1000 ['of', 'a', 'new']
1001 ['a', 'new', 'generation']
1002 ['new', 'generation', 'of']
1003 ['generation', 'of', 'satellites']
1004 ['of', 'satellites', 'that']
1005 ['satellites', 'that', 'will']
1006 ['that', 'will', 'observe']
1007 ['will', 'observe', 'many']
1008 ['observe', 'many', 'facets']
1009 ['many', 'facets', 'of']
1010 ['facets', 'of', 'our']
1011 ['of', 'our', 'changing']
1012 ['our', 'changing', 'earth']
1013 ['changing', 'earth', 'long-term']
1014 ['earth', 'long-term', 'climate']
1015 ['long-term', 'climate', 'change']
1016 ['climate', 'change', 'and']
1017 ['change', 'and', 'short-term']
1018 ['and', 'short-term', 'weather']
1019 ['short-term', 'weather', 'conditions']
1020 ['weather', 'conditions', 'with']
1021 ['conditions', 'with', 'npp']
1022 ['with', 'npp', 'nasa']
1023 ['npp', 'nasa', 'continues']
1024 ['nasa', 'continues', 'many']
1025 ['continues', 'many', 'key']
1026 ['many', 'key', 'data']
1027 ['key', 'data', 'records']
1028 ['data', 'records', 'initiated']
1029 ['records', 'initiated', 'by']
1030 ['initiated', 'by', 'the']
1031 ['by', 'the', 'agencys']
1032 ['the', 'agencys', 'earth']
1033 ['agencys', 'earth', 'observing']
1034 ['earth', 'observing', 'system']
1035 ['observing', 'system', 'satellites']
1036 ['system', 'satellites', 'by']
1037 ['satellites', 'by', 'monitoring']
1038 ['by', 'monitoring', 'changes']
1039 ['monitoring', 'changes', 'occurring']
1040 ['changes', 'occurring', 'in']
1041 ['occurring', 'in', 'the']
1042 ['in', 'the', 'atmosphere']
1043 ['the', 'atmosphere', 'oceans']
1044 ['atmosphere', 'oceans', 'vegetation']
1045 ['oceans', 'vegetation', 'ice']
1046 ['vegetation', 'ice', 'and']
1047 ['ice', 'and', 'solid']
1048 ['and', 'solid', 'earth']
1049 ['solid', 'earth', 'on']
1050 ['earth', 'on', 'aug']
1051 ['on', 'aug', '28']
1052 ['aug', '28', 'npp']
1053 ['28', 'npp', 'was']
1054 ['npp', 'was', 'placed']
1055 ['was', 'placed', 'in']
1056 ['placed', 'in', 'a']
1057 ['in', 'a', 'shipping']
1058 ['a', 'shipping', 'container']
1059 ['shipping', 'container', 'and']
1060 ['container', 'and', 'loaded']
1061 ['and', 'loaded', 'on']
1062 ['loaded', 'on', 'a']
1063 ['on', 'a', 'transport']
1064 ['a', 'transport', 'truck']
1065 ['transport', 'truck', 'at']
1066 ['truck', 'at', 'ball']
1067 ['at', 'ball', 'aerospace']
1068 ['ball', 'aerospace', '&']
1069 ['aerospace', '&', 'technologies']
1070 ['&', 'technologies', 'corp']
1071 ['technologies', 'corp', 'in']
1072 ['corp', 'in', 'boulder']
1073 ['in', 'boulder', 'colo']
1074 ['boulder', 'colo', 'after']
1075 ['colo', 'after', 'tuesdays']
1076 ['after', 'tuesdays', 'arrival']
1077 ['tuesdays', 'arrival', 'the']
1078 ['arrival', 'the', 'satellite']
1079 ['the', 'satellite', 'was']
1080 ['satellite', 'was', 'unloaded']
1081 ['was', 'unloaded', 'and']
1082 ['unloaded', 'and', 'moved']
1083 ['and', 'moved', 'into']
1084 ['moved', 'into', 'the']
1085 ['into', 'the', 'clean']
1086 ['the', 'clean', 'room']
1087 ['clean', 'room', 'at']
1088 ['room', 'at', 'the']
1089 ['at', 'the', 'astrotech']
1090 ['the', 'astrotech', 'facility']
1091 ['astrotech', 'facility', 'for']
1092 ['facility', 'for', 'launch']
1093 ['for', 'launch', 'preparation']
1094 ['launch', 'preparation', 'the']
1095 ['preparation', 'the', 'npp']
1096 ['the', 'npp', 'team']
1097 ['npp', 'team', 'has']
1098 ['team', 'has', 'produced']
1099 ['has', 'produced', 'an']
1100 ['produced', 'an', 'outstanding']
1101 ['an', 'outstanding', 'satellite']
1102 ['outstanding', 'satellite', 'and']
1103 ['satellite', 'and', 'kept']
1104 ['and', 'kept', 'to']
1105 ['kept', 'to', 'schedule']
1106 ['to', 'schedule', 'over']
1107 ['schedule', 'over', 'the']
1108 ['over', 'the', 'past']
1109 ['the', 'past', 'year']
1110 ['past', 'year', 'and']
1111 ['year', 'and', 'a']
1112 ['and', 'a', 'half']
1113 ['a', 'half', 'said']
1114 ['half', 'said', 'ken']
1115 ['said', 'ken', 'schwer']
1116 ['ken', 'schwer', 'npp']
1117 ['schwer', 'npp', 'project']
1118 ['npp', 'project', 'manager']
1119 ['project', 'manager', 'at']
1120 ['manager', 'at', 'nasas']
1121 ['at', 'nasas', 'goddard']
1122 ['nasas', 'goddard', 'space']
1123 ['goddard', 'space', 'flight']
1124 ['space', 'flight', 'center']
1125 ['flight', 'center', 'in']
1126 ['center', 'in', 'greenbelt']
1127 ['in', 'greenbelt', 'md']
1128 ['greenbelt', 'md', 'the']
1129 ['md', 'the', 'world']
1130 ['the', 'world', 'is']
1131 ['world', 'is', 'looking']
1132 ['is', 'looking', 'forward']
1133 ['looking', 'forward', 'to']
1134 ['forward', 'to', 'npps']
1135 ['to', 'npps', 'scientific']
1136 ['npps', 'scientific', 'measurements']
1137 ['scientific', 'measurements', 'the']
1138 ['measurements', 'the', 'npp']
1139 ['the', 'npp', 'spacecraft']
1140 ['npp', 'spacecraft', 'will']
1141 ['spacecraft', 'will', 'undergo']
1142 ['will', 'undergo', 'prelaunch']
1143 ['undergo', 'prelaunch', 'processing']
1144 ['prelaunch', 'processing', 'at']
1145 ['processing', 'at', 'vandenberg']
1146 ['at', 'vandenberg', 'including']
1147 ['vandenberg', 'including', 'a']
1148 ['including', 'a', 'solar']
1149 ['a', 'solar', 'array']
1150 ['solar', 'array', 'functional']
1151 ['array', 'functional', 'test']
1152 ['functional', 'test', 'a']
1153 ['test', 'a', 'spacecraft']
1154 ['a', 'spacecraft', 'limited']
1155 ['spacecraft', 'limited', 'performance']
1156 ['limited', 'performance', 'test']
1157 ['performance', 'test', 'and']
1158 ['test', 'and', 'testing']
1159 ['and', 'testing', 'of']
1160 ['testing', 'of', 'the']
1161 ['of', 'the', 'science']
1162 ['the', 'science', 'instruments']
1163 ['science', 'instruments', 'following']
1164 ['instruments', 'following', 'these']
1165 ['following', 'these', 'tests']
1166 ['these', 'tests', 'and']
1167 ['tests', 'and', 'a']
1168 ['and', 'a', 'spacecraft']
1169 ['a', 'spacecraft', 'launch']
1170 ['spacecraft', 'launch', 'simulation']
1171 ['launch', 'simulation', 'the']
1172 ['simulation', 'the', 'satellite']
1173 ['the', 'satellite', 'will']
1174 ['satellite', 'will', 'be']
1175 ['will', 'be', 'fueled']
1176 ['be', 'fueled', 'with']
1177 ['fueled', 'with', 'its']
1178 ['with', 'its', 'attitude']
1179 ['its', 'attitude', 'control']
1180 ['attitude', 'control', 'propellant']
1181 ['control', 'propellant', 'npp']
1182 ['propellant', 'npp', 'will']
1183 ['npp', 'will', 'be']
1184 ['will', 'be', 'launched']
1185 ['be', 'launched', 'on']
1186 ['launched', 'on', 'a']
1187 ['on', 'a', 'united']
1188 ['a', 'united', 'launch']
1189 ['united', 'launch', 'alliance']
1190 ['launch', 'alliance', 'delta']
1191 ['alliance', 'delta', 'ii']
1192 ['delta', 'ii', '7920']
1193 ['ii', '7920', 'expendable']
1194 ['7920', 'expendable', 'launch']
1195 ['expendable', 'launch', 'vehicle']
1196 ['launch', 'vehicle', 'the']
1197 ['vehicle', 'the', 'delta']
1198 ['the', 'delta', 'ii']
1199 ['delta', 'ii', 'first']
1200 ['ii', 'first', 'stage']
1201 ['first', 'stage', 'was']
1202 ['stage', 'was', 'hoisted']
1203 ['was', 'hoisted', 'into']
1204 ['hoisted', 'into', 'position']
1205 ['into', 'position', 'on']
1206 ['position', 'on', 'the']
1207 ['on', 'the', 'pad']
1208 ['the', 'pad', 'at']
1209 ['pad', 'at', 'nasas']
1210 ['at', 'nasas', 'space']
1211 ['nasas', 'space', 'launch']
1212 ['space', 'launch', 'complex']
1213 ['launch', 'complex', '2']
1214 ['complex', '2', 'on']
1215 ['2', 'on', 'july']
1216 ['on', 'july', '20']
1217 ['july', '20', 'by']
1218 ['20', 'by', 'aug']
1219 ['by', 'aug', '2']
1220 ['aug', '2', 'the']
1221 ['2', 'the', 'nine']
1222 ['the', 'nine', 'solid']
1223 ['nine', 'solid', 'rocket']
1224 ['solid', 'rocket', 'boosters']
1225 ['rocket', 'boosters', 'were']
1226 ['boosters', 'were', 'attached']
1227 ['were', 'attached', 'and']
1228 ['attached', 'and', 'the']
1229 ['and', 'the', 'second']
1230 ['second', 'stage', 'was']
1231 ['was', 'hoisted', 'atop']
1232 ['hoisted', 'atop', 'the']
1233 ['atop', 'the', 'first']
1234 ['the', 'first', 'stage']
1235 ['first', 'stage', 'launch']
1236 ['stage', 'launch', 'vehicle']
1237 ['launch', 'vehicle', 'testing']
1238 ['vehicle', 'testing', 'is']
1239 ['testing', 'is', 'under']
1240 ['is', 'under', 'way']
1241 ['under', 'way', 'the']
1242 ['way', 'the', 'npp']
1243 ['npp', 'spacecraft', 'is']
1244 ['spacecraft', 'is', 'scheduled']
1245 ['is', 'scheduled', 'to']
1246 ['scheduled', 'to', 'move']
1247 ['to', 'move', 'to']
1248 ['move', 'to', 'the']
1249 ['to', 'the', 'pad']
1250 ['the', 'pad', 'and']
1251 ['pad', 'and', 'be']
1252 ['and', 'be', 'mated']
1253 ['be', 'mated', 'with']
1254 ['mated', 'with', 'the']
1255 ['with', 'the', 'rocket']
1256 ['the', 'rocket', 'on']
1257 ['rocket', 'on', 'oct']
1258 ['on', 'oct', '7']
1259 ['oct', '7', 'launch']
1260 ['7', 'launch', 'is']
1261 ['launch', 'is', 'scheduled']
1262 ['is', 'scheduled', 'for']
1263 ['scheduled', 'for', 'oct']
1264 ['for', 'oct', '25']
1265 ['oct', '25', 'during']
1266 ['25', 'during', 'a']
1267 ['during', 'a', '9-minute']
1268 ['a', '9-minute', 'and']
1269 ['9-minute', 'and', '10-second']
1270 ['and', '10-second', 'launch']
1271 ['10-second', 'launch', 'window']
1272 ['launch', 'window', 'from']
1273 ['window', 'from', '5:48:01']
1274 ['from', '5:48:01', 'to']
1275 ['5:48:01', 'to', '5:57:11']
1276 ['to', '5:57:11', 'a.m.']
1277 ['5:57:11', 'a.m.', 'edt']
1278 ['a.m.', 'edt', 'the']
1279 ['edt', 'the', 'delta']
1280 ['delta', 'ii', 'will']
1281 ['ii', 'will', 'place']
1282 ['will', 'place', 'the']
1283 ['place', 'the', 'satellite']
1284 ['the', 'satellite', 'into']
1285 ['satellite', 'into', 'a']
1286 ['into', 'a', '512-mile']
1287 ['a', '512-mile', 'high']
1288 ['512-mile', 'high', 'circular']
1289 ['high', 'circular', 'polar']
1290 ['circular', 'polar', 'orbit']
1291 ['polar', 'orbit', 'npp']
1292 ['orbit', 'npp', 'is']
1293 ['the', 'first', 'satellite']
1294 ['first', 'satellite', 'mission']
1295 ['satellite', 'mission', 'to']
1296 ['mission', 'to', 'address']
1297 ['to', 'address', 'the']
1298 ['address', 'the', 'challenge']
1299 ['the', 'challenge', 'of']
1300 ['challenge', 'of', 'acquiring']
1301 ['of', 'acquiring', 'a']
1302 ['acquiring', 'a', 'wide']
1303 ['a', 'wide', 'range']
1304 ['wide', 'range', 'of']
1305 ['range', 'of', 'land']
1306 ['of', 'land', 'ocean']
1307 ['land', 'ocean', 'and']
1308 ['ocean', 'and', 'atmospheric']
1309 ['and', 'atmospheric', 'measurements']
1310 ['atmospheric', 'measurements', 'for']
1311 ['measurements', 'for', 'earth']
1312 ['for', 'earth', 'system']
1313 ['earth', 'system', 'science']
1314 ['system', 'science', 'while']
1315 ['science', 'while', 'simultaneously']
1316 ['while', 'simultaneously', 'preparing']
1317 ['simultaneously', 'preparing', 'to']
1318 ['preparing', 'to', 'address']
1319 ['to', 'address', 'operational']
1320 ['address', 'operational', 'requirements']
1321 ['operational', 'requirements', 'for']
1322 ['requirements', 'for', 'weather']
1323 ['for', 'weather', 'forecasting']
1324 ['weather', 'forecasting', 'npp']
1325 ['forecasting', 'npp', 'serves']
1326 ['npp', 'serves', 'as']
1327 ['serves', 'as', 'a']
1328 ['as', 'a', 'bridge']
1329 ['a', 'bridge', 'between']
1330 ['bridge', 'between', 'nasas']
1331 ['between', 'nasas', 'earth']
1332 ['nasas', 'earth', 'observing']
1333 ['observing', 'system', 'of']
1334 ['system', 'of', 'satellites']
1335 ['of', 'satellites', 'and']
1336 ['satellites', 'and', 'the']
1337 ['and', 'the', 'forthcoming']
1338 ['the', 'forthcoming', 'joint']
1339 ['forthcoming', 'joint', 'polar']
1340 ['joint', 'polar', 'satellite']
1341 ['polar', 'satellite', 'system']
1342 ['satellite', 'system', 'jpss']
1343 ['system', 'jpss', 'previously']
1344 ['jpss', 'previously', 'called']
1345 ['previously', 'called', 'the']
1346 ['called', 'the', 'national']
1347 ['system', 'jpss', 'satellites']
1348 ['jpss', 'satellites', 'will']
1349 ['satellites', 'will', 'be']
1350 ['will', 'be', 'developed']
1351 ['be', 'developed', 'by']
1352 ['developed', 'by', 'nasa']
1353 ['by', 'nasa', 'for']
1354 ['nasa', 'for', 'the']
1355 ['for', 'the', 'national']
1356 ['the', 'national', 'oceanic']
1357 ['national', 'oceanic', 'and']
1358 ['oceanic', 'and', 'atmospheric']
1359 ['and', 'atmospheric', 'administration']
1360 ['atmospheric', 'administration', 'noaa']
1361 ['administration', 'noaa', 'npp']
1362 ['noaa', 'npp', 'will']
1363 ['npp', 'will', 'carry']
1364 ['will', 'carry', 'five']
1365 ['carry', 'five', 'science']
1366 ['five', 'science', 'instruments']
1367 ['science', 'instruments', 'and']
1368 ['instruments', 'and', 'test']
1369 ['and', 'test', 'key']
1370 ['test', 'key', 'technologies']
1371 ['key', 'technologies', 'for']
1372 ['technologies', 'for', 'the']
1373 ['for', 'the', 'jpss']
1374 ['the', 'jpss', 'missions']
1375 ['jpss', 'missions', 'data']
1376 ['missions', 'data', 'from']
1377 ['data', 'from', 'npp']
1378 ['from', 'npp', 'will']
1379 ['npp', 'will', 'help']
1380 ['will', 'help', 'scientists']
1381 ['help', 'scientists', 'ensure']
1382 ['scientists', 'ensure', 'a']
1383 ['ensure', 'a', 'continuous']
1384 ['a', 'continuous', 'record']
1385 ['continuous', 'record', 'of']
1386 ['record', 'of', 'environmental']
1387 ['of', 'environmental', 'satellite']
1388 ['environmental', 'satellite', 'data']
1389 ['satellite', 'data', 'and']
1390 ['data', 'and', 'also']
1391 ['and', 'also', 'contribute']
1392 ['also', 'contribute', 'to']
1393 ['contribute', 'to', 'weather']
